face,i,j,center_x_mm,center_y_mm,center_z_mm,orientation
bottom(z=0),27,50,2750.0,5050.0,100.0,+z
bottom(z=0),27,51,2750.0,5150.0,100.0,+z
bottom(z=0),27,52,2750.0,5250.0,100.0,+z
bottom(z=0),27,53,2750.0,5350.0,100.0,+z
bottom(z=0),27,54,2750.0,5450.0,100.0,+z
bottom(z=0),27,55,2750.0,5550.0,100.0,+z
bottom(z=0),27,56,2750.0,5650.0,100.0,+z
bottom(z=0),27,57,2750.0,5750.0,100.0,+z
bottom(z=0),27,58,2750.0,5850.0,100.0,+z
bottom(z=0),27,59,2750.0,5950.0,100.0,+z
bottom(z=0),27,60,2750.0,6050.0,100.0,+z
bottom(z=0),27,61,2750.0,6150.0,100.0,+z
bottom(z=0),27,62,2750.0,6250.0,100.0,+z
bottom(z=0),27,63,2750.0,6350.0,100.0,+z
bottom(z=0),27,64,2750.0,6450.0,100.0,+z
bottom(z=0),27,65,2750.0,6550.0,100.0,+z
bottom(z=0),27,66,2750.0,6650.0,100.0,+z
bottom(z=0),27,67,2750.0,6750.0,100.0,+z
bottom(z=0),27,68,2750.0,6850.0,100.0,+z
bottom(z=0),27,69,2750.0,6950.0,100.0,+z
bottom(z=0),27,70,2750.0,7050.0,100.0,+z
bottom(z=0),27,71,2750.0,7150.0,100.0,+z
bottom(z=0),27,72,2750.0,7250.0,100.0,+z
bottom(z=0),27,73,2750.0,7350.0,100.0,+z
bottom(z=0),27,74,2750.0,7450.0,100.0,+z
bottom(z=0),28,0,2850.0,50.0,100.0,+z
bottom(z=0),28,1,2850.0,150.0,100.0,+z
bottom(z=0),28,2,2850.0,250.0,100.0,+z
bottom(z=0),28,3,2850.0,350.0,100.0,+z
bottom(z=0),28,4,2850.0,450.0,100.0,+z
bottom(z=0),28,5,2850.0,550.0,100.0,+z
bottom(z=0),28,6,2850.0,650.0,100.0,+z
bottom(z=0),28,7,2850.0,750.0,100.0,+z
bottom(z=0),28,8,2850.0,850.0,100.0,+z
bottom(z=0),28,9,2850.0,950.0,100.0,+z
bottom(z=0),28,10,2850.0,1050.0,100.0,+z
bottom(z=0),28,11,2850.0,1150.0,100.0,+z
bottom(z=0),28,12,2850.0,1250.0,100.0,+z
bottom(z=0),28,13,2850.0,1350.0,100.0,+z
bottom(z=0),28,14,2850.0,1450.0,100.0,+z
bottom(z=0),28,15,2850.0,1550.0,100.0,+z
bottom(z=0),28,16,2850.0,1650.0,100.0,+z
bottom(z=0),28,17,2850.0,1750.0,100.0,+z
bottom(z=0),28,18,2850.0,1850.0,100.0,+z
bottom(z=0),28,19,2850.0,1950.0,100.0,+z
bottom(z=0),28,20,2850.0,2050.0,100.0,+z
bottom(z=0),28,21,2850.0,2150.0,100.0,+z
bottom(z=0),28,22,2850.0,2250.0,100.0,+z
bottom(z=0),28,23,2850.0,2350.0,100.0,+z
bottom(z=0),28,24,2850.0,2450.0,100.0,+z
bottom(z=0),28,25,2850.0,2550.0,100.0,+z
bottom(z=0),28,26,2850.0,2650.0,100.0,+z
bottom(z=0),28,27,2850.0,2750.0,100.0,+z
bottom(z=0),28,28,2850.0,2850.0,100.0,+z
bottom(z=0),28,29,2850.0,2950.0,100.0,+z
bottom(z=0),28,30,2850.0,3050.0,100.0,+z
bottom(z=0),28,31,2850.0,3150.0,100.0,+z
bottom(z=0),28,32,2850.0,3250.0,100.0,+z
bottom(z=0),28,33,2850.0,3350.0,100.0,+z
bottom(z=0),28,34,2850.0,3450.0,100.0,+z
bottom(z=0),28,35,2850.0,3550.0,100.0,+z
bottom(z=0),28,36,2850.0,3650.0,100.0,+z
bottom(z=0),28,37,2850.0,3750.0,100.0,+z
bottom(z=0),28,38,2850.0,3850.0,100.0,+z
bottom(z=0),28,39,2850.0,3950.0,100.0,+z
bottom(z=0),28,40,2850.0,4050.0,100.0,+z
bottom(z=0),28,41,2850.0,4150.0,100.0,+z
bottom(z=0),28,42,2850.0,4250.0,100.0,+z
bottom(z=0),28,43,2850.0,4350.0,100.0,+z
bottom(z=0),28,44,2850.0,4450.0,100.0,+z
bottom(z=0),28,45,2850.0,4550.0,100.0,+z
bottom(z=0),28,46,2850.0,4650.0,100.0,+z
bottom(z=0),28,47,2850.0,4750.0,100.0,+z
bottom(z=0),28,48,2850.0,4850.0,100.0,+z
bottom(z=0),28,49,2850.0,4950.0,100.0,+z
bottom(z=0),28,50,2850.0,5050.0,100.0,+z
bottom(z=0),28,51,2850.0,5150.0,100.0,+z
bottom(z=0),28,52,2850.0,5250.0,100.0,+z
bottom(z=0),28,53,2850.0,5350.0,100.0,+z
bottom(z=0),28,54,2850.0,5450.0,100.0,+z
bottom(z=0),28,55,2850.0,5550.0,100.0,+z
bottom(z=0),28,56,2850.0,5650.0,100.0,+z
bottom(z=0),28,57,2850.0,5750.0,100.0,+z
bottom(z=0),28,58,2850.0,5850.0,100.0,+z
bottom(z=0),28,59,2850.0,5950.0,100.0,+z
bottom(z=0),28,60,2850.0,6050.0,100.0,+z
bottom(z=0),28,61,2850.0,6150.0,100.0,+z
bottom(z=0),28,62,2850.0,6250.0,100.0,+z
bottom(z=0),28,63,2850.0,6350.0,100.0,+z
bottom(z=0),28,64,2850.0,6450.0,100.0,+z
bottom(z=0),28,65,2850.0,6550.0,100.0,+z
bottom(z=0),28,66,2850.0,6650.0,100.0,+z
bottom(z=0),28,67,2850.0,6750.0,100.0,+z
bottom(z=0),28,68,2850.0,6850.0,100.0,+z
bottom(z=0),28,69,2850.0,6950.0,100.0,+z
bottom(z=0),28,70,2850.0,7050.0,100.0,+z
bottom(z=0),28,71,2850.0,7150.0,100.0,+z
bottom(z=0),28,72,2850.0,7250.0,100.0,+z
bottom(z=0),28,73,2850.0,7350.0,100.0,+z
bottom(z=0),28,74,2850.0,7450.0,100.0,+z
bottom(z=0),29,0,2950.0,50.0,100.0,+z
bottom(z=0),29,1,2950.0,150.0,100.0,+z
bottom(z=0),29,2,2950.0,250.0,100.0,+z
bottom(z=0),29,3,2950.0,350.0,100.0,+z
bottom(z=0),29,4,2950.0,450.0,100.0,+z
bottom(z=0),29,5,2950.0,550.0,100.0,+z
bottom(z=0),29,6,2950.0,650.0,100.0,+z
bottom(z=0),29,7,2950.0,750.0,100.0,+z
bottom(z=0),29,8,2950.0,850.0,100.0,+z
bottom(z=0),29,9,2950.0,950.0,100.0,+z
bottom(z=0),29,10,2950.0,1050.0,100.0,+z
bottom(z=0),29,11,2950.0,1150.0,100.0,+z
bottom(z=0),29,12,2950.0,1250.0,100.0,+z
bottom(z=0),29,13,2950.0,1350.0,100.0,+z
bottom(z=0),29,14,2950.0,1450.0,100.0,+z
bottom(z=0),29,15,2950.0,1550.0,100.0,+z
bottom(z=0),29,16,2950.0,1650.0,100.0,+z
bottom(z=0),29,17,2950.0,1750.0,100.0,+z
bottom(z=0),29,18,2950.0,1850.0,100.0,+z
bottom(z=0),29,19,2950.0,1950.0,100.0,+z
bottom(z=0),29,20,2950.0,2050.0,100.0,+z
bottom(z=0),29,21,2950.0,2150.0,100.0,+z
bottom(z=0),29,22,2950.0,2250.0,100.0,+z
bottom(z=0),29,23,2950.0,2350.0,100.0,+z
bottom(z=0),29,24,2950.0,2450.0,100.0,+z
bottom(z=0),29,25,2950.0,2550.0,100.0,+z
bottom(z=0),29,26,2950.0,2650.0,100.0,+z
bottom(z=0),29,27,2950.0,2750.0,100.0,+z
bottom(z=0),29,28,2950.0,2850.0,100.0,+z
bottom(z=0),29,29,2950.0,2950.0,100.0,+z
bottom(z=0),29,30,2950.0,3050.0,100.0,+z
bottom(z=0),29,31,2950.0,3150.0,100.0,+z
bottom(z=0),29,32,2950.0,3250.0,100.0,+z
bottom(z=0),29,33,2950.0,3350.0,100.0,+z
bottom(z=0),29,34,2950.0,3450.0,100.0,+z
bottom(z=0),29,35,2950.0,3550.0,100.0,+z
bottom(z=0),29,36,2950.0,3650.0,100.0,+z
bottom(z=0),29,37,2950.0,3750.0,100.0,+z
bottom(z=0),29,38,2950.0,3850.0,100.0,+z
bottom(z=0),29,39,2950.0,3950.0,100.0,+z
bottom(z=0),29,40,2950.0,4050.0,100.0,+z
bottom(z=0),29,41,2950.0,4150.0,100.0,+z
bottom(z=0),29,42,2950.0,4250.0,100.0,+z
bottom(z=0),29,43,2950.0,4350.0,100.0,+z
bottom(z=0),29,44,2950.0,4450.0,100.0,+z
bottom(z=0),29,45,2950.0,4550.0,100.0,+z
bottom(z=0),29,46,2950.0,4650.0,100.0,+z
bottom(z=0),29,47,2950.0,4750.0,100.0,+z
bottom(z=0),29,48,2950.0,4850.0,100.0,+z
bottom(z=0),29,49,2950.0,4950.0,100.0,+z
bottom(z=0),29,50,2950.0,5050.0,100.0,+z
bottom(z=0),29,51,2950.0,5150.0,100.0,+z
bottom(z=0),29,52,2950.0,5250.0,100.0,+z
bottom(z=0),29,53,2950.0,5350.0,100.0,+z
bottom(z=0),29,54,2950.0,5450.0,100.0,+z
bottom(z=0),29,55,2950.0,5550.0,100.0,+z
bottom(z=0),29,56,2950.0,5650.0,100.0,+z
bottom(z=0),29,57,2950.0,5750.0,100.0,+z
bottom(z=0),29,58,2950.0,5850.0,100.0,+z
bottom(z=0),29,59,2950.0,5950.0,100.0,+z
bottom(z=0),29,60,2950.0,6050.0,100.0,+z
bottom(z=0),29,61,2950.0,6150.0,100.0,+z
bottom(z=0),29,62,2950.0,6250.0,100.0,+z
bottom(z=0),29,63,2950.0,6350.0,100.0,+z
bottom(z=0),29,64,2950.0,6450.0,100.0,+z
bottom(z=0),29,65,2950.0,6550.0,100.0,+z
bottom(z=0),29,66,2950.0,6650.0,100.0,+z
bottom(z=0),29,67,2950.0,6750.0,100.0,+z
bottom(z=0),29,68,2950.0,6850.0,100.0,+z
bottom(z=0),29,69,2950.0,6950.0,100.0,+z
bottom(z=0),29,70,2950.0,7050.0,100.0,+z
bottom(z=0),29,71,2950.0,7150.0,100.0,+z
bottom(z=0),29,72,2950.0,7250.0,100.0,+z
bottom(z=0),29,73,2950.0,7350.0,100.0,+z
bottom(z=0),29,74,2950.0,7450.0,100.0,+z
bottom(z=0),30,0,3050.0,50.0,100.0,+z
bottom(z=0),30,1,3050.0,150.0,100.0,+z
bottom(z=0),30,2,3050.0,250.0,100.0,+z
bottom(z=0),30,3,3050.0,350.0,100.0,+z
bottom(z=0),30,4,3050.0,450.0,100.0,+z
bottom(z=0),30,5,3050.0,550.0,100.0,+z
bottom(z=0),30,6,3050.0,650.0,100.0,+z
bottom(z=0),30,7,3050.0,750.0,100.0,+z
bottom(z=0),30,8,3050.0,850.0,100.0,+z
bottom(z=0),30,9,3050.0,950.0,100.0,+z
bottom(z=0),30,10,3050.0,1050.0,100.0,+z
bottom(z=0),30,11,3050.0,1150.0,100.0,+z
bottom(z=0),30,12,3050.0,1250.0,100.0,+z
bottom(z=0),30,13,3050.0,1350.0,100.0,+z
bottom(z=0),30,14,3050.0,1450.0,100.0,+z
bottom(z=0),30,15,3050.0,1550.0,100.0,+z
bottom(z=0),30,16,3050.0,1650.0,100.0,+z
bottom(z=0),30,17,3050.0,1750.0,100.0,+z
bottom(z=0),30,18,3050.0,1850.0,100.0,+z
bottom(z=0),30,19,3050.0,1950.0,100.0,+z
bottom(z=0),30,20,3050.0,2050.0,100.0,+z
bottom(z=0),30,21,3050.0,2150.0,100.0,+z
bottom(z=0),30,22,3050.0,2250.0,100.0,+z
bottom(z=0),30,23,3050.0,2350.0,100.0,+z
bottom(z=0),30,24,3050.0,2450.0,100.0,+z
bottom(z=0),30,25,3050.0,2550.0,100.0,+z
bottom(z=0),30,26,3050.0,2650.0,100.0,+z
bottom(z=0),30,27,3050.0,2750.0,100.0,+z
bottom(z=0),30,28,3050.0,2850.0,100.0,+z
bottom(z=0),30,29,3050.0,2950.0,100.0,+z
bottom(z=0),30,30,3050.0,3050.0,100.0,+z
bottom(z=0),30,31,3050.0,3150.0,100.0,+z
bottom(z=0),30,32,3050.0,3250.0,100.0,+z
bottom(z=0),30,33,3050.0,3350.0,100.0,+z
bottom(z=0),30,34,3050.0,3450.0,100.0,+z
bottom(z=0),30,35,3050.0,3550.0,100.0,+z
bottom(z=0),30,36,3050.0,3650.0,100.0,+z
bottom(z=0),30,37,3050.0,3750.0,100.0,+z
bottom(z=0),30,38,3050.0,3850.0,100.0,+z
bottom(z=0),30,39,3050.0,3950.0,100.0,+z
bottom(z=0),30,40,3050.0,4050.0,100.0,+z
bottom(z=0),30,41,3050.0,4150.0,100.0,+z
bottom(z=0),30,42,3050.0,4250.0,100.0,+z
bottom(z=0),30,43,3050.0,4350.0,100.0,+z
bottom(z=0),30,44,3050.0,4450.0,100.0,+z
bottom(z=0),30,45,3050.0,4550.0,100.0,+z
bottom(z=0),30,46,3050.0,4650.0,100.0,+z
bottom(z=0),30,47,3050.0,4750.0,100.0,+z
bottom(z=0),30,48,3050.0,4850.0,100.0,+z
bottom(z=0),30,49,3050.0,4950.0,100.0,+z
bottom(z=0),30,50,3050.0,5050.0,100.0,+z
bottom(z=0),30,51,3050.0,5150.0,100.0,+z
bottom(z=0),30,52,3050.0,5250.0,100.0,+z
bottom(z=0),30,53,3050.0,5350.0,100.0,+z
bottom(z=0),30,54,3050.0,5450.0,100.0,+z
bottom(z=0),30,55,3050.0,5550.0,100.0,+z
bottom(z=0),30,56,3050.0,5650.0,100.0,+z
bottom(z=0),30,57,3050.0,5750.0,100.0,+z
bottom(z=0),30,58,3050.0,5850.0,100.0,+z
bottom(z=0),30,59,3050.0,5950.0,100.0,+z
bottom(z=0),30,60,3050.0,6050.0,100.0,+z
bottom(z=0),30,61,3050.0,6150.0,100.0,+z
bottom(z=0),30,62,3050.0,6250.0,100.0,+z
bottom(z=0),30,63,3050.0,6350.0,100.0,+z
bottom(z=0),30,64,3050.0,6450.0,100.0,+z
bottom(z=0),30,65,3050.0,6550.0,100.0,+z
bottom(z=0),30,66,3050.0,6650.0,100.0,+z
bottom(z=0),30,67,3050.0,6750.0,100.0,+z
bottom(z=0),30,68,3050.0,6850.0,100.0,+z
bottom(z=0),30,69,3050.0,6950.0,100.0,+z
bottom(z=0),30,70,3050.0,7050.0,100.0,+z
bottom(z=0),30,71,3050.0,7150.0,100.0,+z
bottom(z=0),30,72,3050.0,7250.0,100.0,+z
bottom(z=0),30,73,3050.0,7350.0,100.0,+z
bottom(z=0),30,74,3050.0,7450.0,100.0,+z
bottom(z=0),31,0,3150.0,50.0,100.0,+z
bottom(z=0),31,1,3150.0,150.0,100.0,+z
bottom(z=0),31,2,3150.0,250.0,100.0,+z
bottom(z=0),31,3,3150.0,350.0,100.0,+z
bottom(z=0),31,4,3150.0,450.0,100.0,+z
bottom(z=0),31,5,3150.0,550.0,100.0,+z
bottom(z=0),31,6,3150.0,650.0,100.0,+z
bottom(z=0),31,7,3150.0,750.0,100.0,+z
bottom(z=0),31,8,3150.0,850.0,100.0,+z
bottom(z=0),31,9,3150.0,950.0,100.0,+z
bottom(z=0),31,10,3150.0,1050.0,100.0,+z
bottom(z=0),31,11,3150.0,1150.0,100.0,+z
bottom(z=0),31,12,3150.0,1250.0,100.0,+z
bottom(z=0),31,13,3150.0,1350.0,100.0,+z
bottom(z=0),31,14,3150.0,1450.0,100.0,+z
bottom(z=0),31,15,3150.0,1550.0,100.0,+z
bottom(z=0),31,16,3150.0,1650.0,100.0,+z
bottom(z=0),31,17,3150.0,1750.0,100.0,+z
bottom(z=0),31,18,3150.0,1850.0,100.0,+z
bottom(z=0),31,19,3150.0,1950.0,100.0,+z
bottom(z=0),31,20,3150.0,2050.0,100.0,+z
bottom(z=0),31,21,3150.0,2150.0,100.0,+z
bottom(z=0),31,22,3150.0,2250.0,100.0,+z
bottom(z=0),31,23,3150.0,2350.0,100.0,+z
bottom(z=0),31,24,3150.0,2450.0,100.0,+z
bottom(z=0),31,25,3150.0,2550.0,100.0,+z
bottom(z=0),31,26,3150.0,2650.0,100.0,+z
bottom(z=0),31,27,3150.0,2750.0,100.0,+z
bottom(z=0),31,28,3150.0,2850.0,100.0,+z
bottom(z=0),31,29,3150.0,2950.0,100.0,+z
bottom(z=0),31,30,3150.0,3050.0,100.0,+z
bottom(z=0),31,31,3150.0,3150.0,100.0,+z
bottom(z=0),31,32,3150.0,3250.0,100.0,+z
bottom(z=0),31,33,3150.0,3350.0,100.0,+z
bottom(z=0),31,34,3150.0,3450.0,100.0,+z
bottom(z=0),31,35,3150.0,3550.0,100.0,+z
bottom(z=0),31,36,3150.0,3650.0,100.0,+z
bottom(z=0),31,37,3150.0,3750.0,100.0,+z
bottom(z=0),31,38,3150.0,3850.0,100.0,+z
bottom(z=0),31,39,3150.0,3950.0,100.0,+z
bottom(z=0),31,40,3150.0,4050.0,100.0,+z
bottom(z=0),31,41,3150.0,4150.0,100.0,+z
bottom(z=0),31,42,3150.0,4250.0,100.0,+z
bottom(z=0),31,43,3150.0,4350.0,100.0,+z
bottom(z=0),31,44,3150.0,4450.0,100.0,+z
bottom(z=0),31,45,3150.0,4550.0,100.0,+z
bottom(z=0),31,46,3150.0,4650.0,100.0,+z
bottom(z=0),31,47,3150.0,4750.0,100.0,+z
bottom(z=0),31,48,3150.0,4850.0,100.0,+z
bottom(z=0),31,49,3150.0,4950.0,100.0,+z
bottom(z=0),31,50,3150.0,5050.0,100.0,+z
bottom(z=0),31,51,3150.0,5150.0,100.0,+z
bottom(z=0),31,52,3150.0,5250.0,100.0,+z
bottom(z=0),31,53,3150.0,5350.0,100.0,+z
bottom(z=0),31,54,3150.0,5450.0,100.0,+z
bottom(z=0),31,55,3150.0,5550.0,100.0,+z
bottom(z=0),31,56,3150.0,5650.0,100.0,+z
bottom(z=0),31,57,3150.0,5750.0,100.0,+z
bottom(z=0),31,58,3150.0,5850.0,100.0,+z
bottom(z=0),31,59,3150.0,5950.0,100.0,+z
bottom(z=0),31,60,3150.0,6050.0,100.0,+z
bottom(z=0),31,61,3150.0,6150.0,100.0,+z
bottom(z=0),31,62,3150.0,6250.0,100.0,+z
bottom(z=0),31,63,3150.0,6350.0,100.0,+z
bottom(z=0),31,64,3150.0,6450.0,100.0,+z
bottom(z=0),31,65,3150.0,6550.0,100.0,+z
bottom(z=0),31,66,3150.0,6650.0,100.0,+z
bottom(z=0),31,67,3150.0,6750.0,100.0,+z
bottom(z=0),31,68,3150.0,6850.0,100.0,+z
bottom(z=0),31,69,3150.0,6950.0,100.0,+z
bottom(z=0),31,70,3150.0,7050.0,100.0,+z
bottom(z=0),31,71,3150.0,7150.0,100.0,+z
bottom(z=0),31,72,3150.0,7250.0,100.0,+z
bottom(z=0),31,73,3150.0,7350.0,100.0,+z
bottom(z=0),31,74,3150.0,7450.0,100.0,+z
bottom(z=0),32,0,3250.0,50.0,100.0,+z
bottom(z=0),32,1,3250.0,150.0,100.0,+z
bottom(z=0),32,2,3250.0,250.0,100.0,+z
bottom(z=0),32,3,3250.0,350.0,100.0,+z
bottom(z=0),32,4,3250.0,450.0,100.0,+z
bottom(z=0),32,5,3250.0,550.0,100.0,+z
bottom(z=0),32,6,3250.0,650.0,100.0,+z
bottom(z=0),32,7,3250.0,750.0,100.0,+z
bottom(z=0),32,8,3250.0,850.0,100.0,+z
bottom(z=0),32,9,3250.0,950.0,100.0,+z
bottom(z=0),32,10,3250.0,1050.0,100.0,+z
bottom(z=0),32,11,3250.0,1150.0,100.0,+z
bottom(z=0),32,12,3250.0,1250.0,100.0,+z
bottom(z=0),32,13,3250.0,1350.0,100.0,+z
bottom(z=0),32,14,3250.0,1450.0,100.0,+z
bottom(z=0),32,15,3250.0,1550.0,100.0,+z
bottom(z=0),32,16,3250.0,1650.0,100.0,+z
bottom(z=0),32,17,3250.0,1750.0,100.0,+z
bottom(z=0),32,18,3250.0,1850.0,100.0,+z
bottom(z=0),32,19,3250.0,1950.0,100.0,+z
bottom(z=0),32,20,3250.0,2050.0,100.0,+z
bottom(z=0),32,21,3250.0,2150.0,100.0,+z
bottom(z=0),32,22,3250.0,2250.0,100.0,+z
bottom(z=0),32,23,3250.0,2350.0,100.0,+z
bottom(z=0),32,24,3250.0,2450.0,100.0,+z
bottom(z=0),32,25,3250.0,2550.0,100.0,+z
bottom(z=0),32,26,3250.0,2650.0,100.0,+z
bottom(z=0),32,27,3250.0,2750.0,100.0,+z
bottom(z=0),32,28,3250.0,2850.0,100.0,+z
bottom(z=0),32,29,3250.0,2950.0,100.0,+z
bottom(z=0),32,30,3250.0,3050.0,100.0,+z
bottom(z=0),32,31,3250.0,3150.0,100.0,+z
bottom(z=0),32,32,3250.0,3250.0,100.0,+z
bottom(z=0),32,33,3250.0,3350.0,100.0,+z
bottom(z=0),32,34,3250.0,3450.0,100.0,+z
bottom(z=0),32,35,3250.0,3550.0,100.0,+z
bottom(z=0),32,36,3250.0,3650.0,100.0,+z
bottom(z=0),32,37,3250.0,3750.0,100.0,+z
bottom(z=0),32,38,3250.0,3850.0,100.0,+z
bottom(z=0),32,39,3250.0,3950.0,100.0,+z
bottom(z=0),32,40,3250.0,4050.0,100.0,+z
bottom(z=0),32,41,3250.0,4150.0,100.0,+z
bottom(z=0),32,42,3250.0,4250.0,100.0,+z
bottom(z=0),32,43,3250.0,4350.0,100.0,+z
bottom(z=0),32,44,3250.0,4450.0,100.0,+z
bottom(z=0),32,45,3250.0,4550.0,100.0,+z
bottom(z=0),32,46,3250.0,4650.0,100.0,+z
bottom(z=0),32,47,3250.0,4750.0,100.0,+z
bottom(z=0),32,48,3250.0,4850.0,100.0,+z
bottom(z=0),32,49,3250.0,4950.0,100.0,+z
bottom(z=0),32,50,3250.0,5050.0,100.0,+z
bottom(z=0),32,51,3250.0,5150.0,100.0,+z
bottom(z=0),32,52,3250.0,5250.0,100.0,+z
bottom(z=0),32,53,3250.0,5350.0,100.0,+z
bottom(z=0),32,54,3250.0,5450.0,100.0,+z
bottom(z=0),32,55,3250.0,5550.0,100.0,+z
bottom(z=0),32,56,3250.0,5650.0,100.0,+z
bottom(z=0),32,57,3250.0,5750.0,100.0,+z
bottom(z=0),32,58,3250.0,5850.0,100.0,+z
bottom(z=0),32,59,3250.0,5950.0,100.0,+z
bottom(z=0),32,60,3250.0,6050.0,100.0,+z
bottom(z=0),32,61,3250.0,6150.0,100.0,+z
bottom(z=0),32,62,3250.0,6250.0,100.0,+z
bottom(z=0),32,63,3250.0,6350.0,100.0,+z
bottom(z=0),32,64,3250.0,6450.0,100.0,+z
bottom(z=0),32,65,3250.0,6550.0,100.0,+z
bottom(z=0),32,66,3250.0,6650.0,100.0,+z
bottom(z=0),32,67,3250.0,6750.0,100.0,+z
bottom(z=0),32,68,3250.0,6850.0,100.0,+z
bottom(z=0),32,69,3250.0,6950.0,100.0,+z
bottom(z=0),32,70,3250.0,7050.0,100.0,+z
bottom(z=0),32,71,3250.0,7150.0,100.0,+z
bottom(z=0),32,72,3250.0,7250.0,100.0,+z
bottom(z=0),32,73,3250.0,7350.0,100.0,+z
bottom(z=0),32,74,3250.0,7450.0,100.0,+z
bottom(z=0),33,0,3350.0,50.0,100.0,+z
bottom(z=0),33,1,3350.0,150.0,100.0,+z
bottom(z=0),33,2,3350.0,250.0,100.0,+z
bottom(z=0),33,3,3350.0,350.0,100.0,+z
bottom(z=0),33,4,3350.0,450.0,100.0,+z
bottom(z=0),33,5,3350.0,550.0,100.0,+z
bottom(z=0),33,6,3350.0,650.0,100.0,+z
bottom(z=0),33,7,3350.0,750.0,100.0,+z
bottom(z=0),33,8,3350.0,850.0,100.0,+z
bottom(z=0),33,9,3350.0,950.0,100.0,+z
bottom(z=0),33,10,3350.0,1050.0,100.0,+z
bottom(z=0),33,11,3350.0,1150.0,100.0,+z
bottom(z=0),33,12,3350.0,1250.0,100.0,+z
bottom(z=0),33,13,3350.0,1350.0,100.0,+z
bottom(z=0),33,14,3350.0,1450.0,100.0,+z
bottom(z=0),33,15,3350.0,1550.0,100.0,+z
bottom(z=0),33,16,3350.0,1650.0,100.0,+z
bottom(z=0),33,17,3350.0,1750.0,100.0,+z
bottom(z=0),33,18,3350.0,1850.0,100.0,+z
bottom(z=0),33,19,3350.0,1950.0,100.0,+z
bottom(z=0),33,20,3350.0,2050.0,100.0,+z
bottom(z=0),33,21,3350.0,2150.0,100.0,+z
bottom(z=0),33,22,3350.0,2250.0,100.0,+z
bottom(z=0),33,23,3350.0,2350.0,100.0,+z
bottom(z=0),33,24,3350.0,2450.0,100.0,+z
bottom(z=0),33,25,3350.0,2550.0,100.0,+z
bottom(z=0),33,26,3350.0,2650.0,100.0,+z
bottom(z=0),33,27,3350.0,2750.0,100.0,+z
bottom(z=0),33,28,3350.0,2850.0,100.0,+z
bottom(z=0),33,29,3350.0,2950.0,100.0,+z
bottom(z=0),33,30,3350.0,3050.0,100.0,+z
bottom(z=0),33,31,3350.0,3150.0,100.0,+z
bottom(z=0),33,32,3350.0,3250.0,100.0,+z
bottom(z=0),33,33,3350.0,3350.0,100.0,+z
bottom(z=0),33,34,3350.0,3450.0,100.0,+z
bottom(z=0),33,35,3350.0,3550.0,100.0,+z
bottom(z=0),33,36,3350.0,3650.0,100.0,+z
bottom(z=0),33,37,3350.0,3750.0,100.0,+z
bottom(z=0),33,38,3350.0,3850.0,100.0,+z
bottom(z=0),33,39,3350.0,3950.0,100.0,+z
bottom(z=0),33,40,3350.0,4050.0,100.0,+z
bottom(z=0),33,41,3350.0,4150.0,100.0,+z
bottom(z=0),33,42,3350.0,4250.0,100.0,+z
bottom(z=0),33,43,3350.0,4350.0,100.0,+z
bottom(z=0),33,44,3350.0,4450.0,100.0,+z
bottom(z=0),33,45,3350.0,4550.0,100.0,+z
bottom(z=0),33,46,3350.0,4650.0,100.0,+z
bottom(z=0),33,47,3350.0,4750.0,100.0,+z
bottom(z=0),33,48,3350.0,4850.0,100.0,+z
bottom(z=0),33,49,3350.0,4950.0,100.0,+z
bottom(z=0),33,50,3350.0,5050.0,100.0,+z
bottom(z=0),33,51,3350.0,5150.0,100.0,+z
bottom(z=0),33,52,3350.0,5250.0,100.0,+z
bottom(z=0),33,53,3350.0,5350.0,100.0,+z
bottom(z=0),33,54,3350.0,5450.0,100.0,+z
bottom(z=0),33,55,3350.0,5550.0,100.0,+z
bottom(z=0),33,56,3350.0,5650.0,100.0,+z
bottom(z=0),33,57,3350.0,5750.0,100.0,+z
bottom(z=0),33,58,3350.0,5850.0,100.0,+z
bottom(z=0),33,59,3350.0,5950.0,100.0,+z
bottom(z=0),33,60,3350.0,6050.0,100.0,+z
bottom(z=0),33,61,3350.0,6150.0,100.0,+z
bottom(z=0),33,62,3350.0,6250.0,100.0,+z
bottom(z=0),33,63,3350.0,6350.0,100.0,+z
bottom(z=0),33,64,3350.0,6450.0,100.0,+z
bottom(z=0),33,65,3350.0,6550.0,100.0,+z
bottom(z=0),33,66,3350.0,6650.0,100.0,+z
bottom(z=0),33,67,3350.0,6750.0,100.0,+z
bottom(z=0),33,68,3350.0,6850.0,100.0,+z
bottom(z=0),33,69,3350.0,6950.0,100.0,+z
bottom(z=0),33,70,3350.0,7050.0,100.0,+z
bottom(z=0),33,71,3350.0,7150.0,100.0,+z
bottom(z=0),33,72,3350.0,7250.0,100.0,+z
bottom(z=0),33,73,3350.0,7350.0,100.0,+z
bottom(z=0),33,74,3350.0,7450.0,100.0,+z
bottom(z=0),34,0,3450.0,50.0,100.0,+z
bottom(z=0),34,1,3450.0,150.0,100.0,+z
bottom(z=0),34,2,3450.0,250.0,100.0,+z
bottom(z=0),34,3,3450.0,350.0,100.0,+z
bottom(z=0),34,4,3450.0,450.0,100.0,+z
bottom(z=0),34,5,3450.0,550.0,100.0,+z
bottom(z=0),34,6,3450.0,650.0,100.0,+z
bottom(z=0),34,7,3450.0,750.0,100.0,+z
bottom(z=0),34,8,3450.0,850.0,100.0,+z
