face,i,j,center_x_mm,center_y_mm,center_z_mm,orientation
x=0,43,4,100.0,4350.0,450.0,+x
x=0,43,5,100.0,4350.0,550.0,+x
x=0,43,6,100.0,4350.0,650.0,+x
x=0,43,7,100.0,4350.0,750.0,+x
x=0,43,8,100.0,4350.0,850.0,+x
x=0,43,9,100.0,4350.0,950.0,+x
x=0,43,10,100.0,4350.0,1050.0,+x
x=0,43,11,100.0,4350.0,1150.0,+x
x=0,43,12,100.0,4350.0,1250.0,+x
x=0,43,13,100.0,4350.0,1350.0,+x
x=0,43,14,100.0,4350.0,1450.0,+x
x=0,43,15,100.0,4350.0,1550.0,+x
x=0,43,16,100.0,4350.0,1650.0,+x
x=0,43,17,100.0,4350.0,1750.0,+x
x=0,43,18,100.0,4350.0,1850.0,+x
x=0,43,19,100.0,4350.0,1950.0,+x
x=0,43,20,100.0,4350.0,2050.0,+x
x=0,43,21,100.0,4350.0,2150.0,+x
x=0,43,22,100.0,4350.0,2250.0,+x
x=0,43,23,100.0,4350.0,2350.0,+x
x=0,43,24,100.0,4350.0,2450.0,+x
x=0,44,0,100.0,4450.0,50.0,+x
x=0,44,1,100.0,4450.0,150.0,+x
x=0,44,2,100.0,4450.0,250.0,+x
x=0,44,3,100.0,4450.0,350.0,+x
x=0,44,4,100.0,4450.0,450.0,+x
x=0,44,5,100.0,4450.0,550.0,+x
x=0,44,6,100.0,4450.0,650.0,+x
x=0,44,7,100.0,4450.0,750.0,+x
x=0,44,8,100.0,4450.0,850.0,+x
x=0,44,9,100.0,4450.0,950.0,+x
x=0,44,10,100.0,4450.0,1050.0,+x
x=0,44,11,100.0,4450.0,1150.0,+x
x=0,44,12,100.0,4450.0,1250.0,+x
x=0,44,13,100.0,4450.0,1350.0,+x
x=0,44,14,100.0,4450.0,1450.0,+x
x=0,44,15,100.0,4450.0,1550.0,+x
x=0,44,16,100.0,4450.0,1650.0,+x
x=0,44,17,100.0,4450.0,1750.0,+x
x=0,44,18,100.0,4450.0,1850.0,+x
x=0,44,19,100.0,4450.0,1950.0,+x
x=0,44,20,100.0,4450.0,2050.0,+x
x=0,44,21,100.0,4450.0,2150.0,+x
x=0,44,22,100.0,4450.0,2250.0,+x
x=0,44,23,100.0,4450.0,2350.0,+x
x=0,44,24,100.0,4450.0,2450.0,+x
x=0,45,0,100.0,4550.0,50.0,+x
x=0,45,1,100.0,4550.0,150.0,+x
x=0,45,2,100.0,4550.0,250.0,+x
x=0,45,3,100.0,4550.0,350.0,+x
x=0,45,4,100.0,4550.0,450.0,+x
x=0,45,5,100.0,4550.0,550.0,+x
x=0,45,6,100.0,4550.0,650.0,+x
x=0,45,7,100.0,4550.0,750.0,+x
x=0,45,8,100.0,4550.0,850.0,+x
x=0,45,9,100.0,4550.0,950.0,+x
x=0,45,10,100.0,4550.0,1050.0,+x
x=0,45,11,100.0,4550.0,1150.0,+x
x=0,45,12,100.0,4550.0,1250.0,+x
x=0,45,13,100.0,4550.0,1350.0,+x
x=0,45,14,100.0,4550.0,1450.0,+x
x=0,45,15,100.0,4550.0,1550.0,+x
x=0,45,16,100.0,4550.0,1650.0,+x
x=0,45,17,100.0,4550.0,1750.0,+x
x=0,45,18,100.0,4550.0,1850.0,+x
x=0,45,19,100.0,4550.0,1950.0,+x
x=0,45,20,100.0,4550.0,2050.0,+x
x=0,45,21,100.0,4550.0,2150.0,+x
x=0,45,22,100.0,4550.0,2250.0,+x
x=0,45,23,100.0,4550.0,2350.0,+x
x=0,45,24,100.0,4550.0,2450.0,+x
x=0,46,0,100.0,4650.0,50.0,+x
x=0,46,1,100.0,4650.0,150.0,+x
x=0,46,2,100.0,4650.0,250.0,+x
x=0,46,3,100.0,4650.0,350.0,+x
x=0,46,4,100.0,4650.0,450.0,+x
x=0,46,5,100.0,4650.0,550.0,+x
x=0,46,6,100.0,4650.0,650.0,+x
x=0,46,7,100.0,4650.0,750.0,+x
x=0,46,8,100.0,4650.0,850.0,+x
x=0,46,9,100.0,4650.0,950.0,+x
x=0,46,10,100.0,4650.0,1050.0,+x
x=0,46,11,100.0,4650.0,1150.0,+x
x=0,46,12,100.0,4650.0,1250.0,+x
x=0,46,13,100.0,4650.0,1350.0,+x
x=0,46,14,100.0,4650.0,1450.0,+x
x=0,46,15,100.0,4650.0,1550.0,+x
x=0,46,16,100.0,4650.0,1650.0,+x
x=0,46,17,100.0,4650.0,1750.0,+x
x=0,46,18,100.0,4650.0,1850.0,+x
x=0,46,19,100.0,4650.0,1950.0,+x
x=0,46,20,100.0,4650.0,2050.0,+x
x=0,46,21,100.0,4650.0,2150.0,+x
x=0,46,22,100.0,4650.0,2250.0,+x
x=0,46,23,100.0,4650.0,2350.0,+x
x=0,46,24,100.0,4650.0,2450.0,+x
x=0,47,0,100.0,4750.0,50.0,+x
x=0,47,1,100.0,4750.0,150.0,+x
x=0,47,2,100.0,4750.0,250.0,+x
x=0,47,3,100.0,4750.0,350.0,+x
x=0,47,4,100.0,4750.0,450.0,+x
x=0,47,5,100.0,4750.0,550.0,+x
x=0,47,6,100.0,4750.0,650.0,+x
x=0,47,7,100.0,4750.0,750.0,+x
x=0,47,8,100.0,4750.0,850.0,+x
x=0,47,9,100.0,4750.0,950.0,+x
x=0,47,10,100.0,4750.0,1050.0,+x
x=0,47,11,100.0,4750.0,1150.0,+x
x=0,47,12,100.0,4750.0,1250.0,+x
x=0,47,13,100.0,4750.0,1350.0,+x
x=0,47,14,100.0,4750.0,1450.0,+x
x=0,47,15,100.0,4750.0,1550.0,+x
x=0,47,16,100.0,4750.0,1650.0,+x
x=0,47,17,100.0,4750.0,1750.0,+x
x=0,47,18,100.0,4750.0,1850.0,+x
x=0,47,19,100.0,4750.0,1950.0,+x
x=0,47,20,100.0,4750.0,2050.0,+x
x=0,47,21,100.0,4750.0,2150.0,+x
x=0,47,22,100.0,4750.0,2250.0,+x
x=0,47,23,100.0,4750.0,2350.0,+x
x=0,47,24,100.0,4750.0,2450.0,+x
x=0,48,0,100.0,4850.0,50.0,+x
x=0,48,1,100.0,4850.0,150.0,+x
x=0,48,2,100.0,4850.0,250.0,+x
x=0,48,3,100.0,4850.0,350.0,+x
x=0,48,4,100.0,4850.0,450.0,+x
x=0,48,5,100.0,4850.0,550.0,+x
x=0,48,6,100.0,4850.0,650.0,+x
x=0,48,7,100.0,4850.0,750.0,+x
x=0,48,8,100.0,4850.0,850.0,+x
x=0,48,9,100.0,4850.0,950.0,+x
x=0,48,10,100.0,4850.0,1050.0,+x
x=0,48,11,100.0,4850.0,1150.0,+x
x=0,48,12,100.0,4850.0,1250.0,+x
x=0,48,13,100.0,4850.0,1350.0,+x
x=0,48,14,100.0,4850.0,1450.0,+x
x=0,48,15,100.0,4850.0,1550.0,+x
x=0,48,16,100.0,4850.0,1650.0,+x
x=0,48,17,100.0,4850.0,1750.0,+x
x=0,48,18,100.0,4850.0,1850.0,+x
x=0,48,19,100.0,4850.0,1950.0,+x
x=0,48,20,100.0,4850.0,2050.0,+x
x=0,48,21,100.0,4850.0,2150.0,+x
x=0,48,22,100.0,4850.0,2250.0,+x
x=0,48,23,100.0,4850.0,2350.0,+x
x=0,48,24,100.0,4850.0,2450.0,+x
x=0,49,0,100.0,4950.0,50.0,+x
x=0,49,1,100.0,4950.0,150.0,+x
x=0,49,2,100.0,4950.0,250.0,+x
x=0,49,3,100.0,4950.0,350.0,+x
x=0,49,4,100.0,4950.0,450.0,+x
x=0,49,5,100.0,4950.0,550.0,+x
x=0,49,6,100.0,4950.0,650.0,+x
x=0,49,7,100.0,4950.0,750.0,+x
x=0,49,8,100.0,4950.0,850.0,+x
x=0,49,9,100.0,4950.0,950.0,+x
x=0,49,10,100.0,4950.0,1050.0,+x
x=0,49,11,100.0,4950.0,1150.0,+x
x=0,49,12,100.0,4950.0,1250.0,+x
x=0,49,13,100.0,4950.0,1350.0,+x
x=0,49,14,100.0,4950.0,1450.0,+x
x=0,49,15,100.0,4950.0,1550.0,+x
x=0,49,16,100.0,4950.0,1650.0,+x
x=0,49,17,100.0,4950.0,1750.0,+x
x=0,49,18,100.0,4950.0,1850.0,+x
x=0,49,19,100.0,4950.0,1950.0,+x
x=0,49,20,100.0,4950.0,2050.0,+x
x=0,49,21,100.0,4950.0,2150.0,+x
x=0,49,22,100.0,4950.0,2250.0,+x
x=0,49,23,100.0,4950.0,2350.0,+x
x=0,49,24,100.0,4950.0,2450.0,+x
x=0,50,0,100.0,5050.0,50.0,+x
x=0,50,1,100.0,5050.0,150.0,+x
x=0,50,2,100.0,5050.0,250.0,+x
x=0,50,3,100.0,5050.0,350.0,+x
x=0,50,4,100.0,5050.0,450.0,+x
x=0,50,5,100.0,5050.0,550.0,+x
x=0,50,6,100.0,5050.0,650.0,+x
x=0,50,7,100.0,5050.0,750.0,+x
x=0,50,8,100.0,5050.0,850.0,+x
x=0,50,9,100.0,5050.0,950.0,+x
x=0,50,10,100.0,5050.0,1050.0,+x
x=0,50,11,100.0,5050.0,1150.0,+x
x=0,50,12,100.0,5050.0,1250.0,+x
x=0,50,13,100.0,5050.0,1350.0,+x
x=0,50,14,100.0,5050.0,1450.0,+x
x=0,50,15,100.0,5050.0,1550.0,+x
x=0,50,16,100.0,5050.0,1650.0,+x
x=0,50,17,100.0,5050.0,1750.0,+x
x=0,50,18,100.0,5050.0,1850.0,+x
x=0,50,19,100.0,5050.0,1950.0,+x
x=0,50,20,100.0,5050.0,2050.0,+x
x=0,50,21,100.0,5050.0,2150.0,+x
x=0,50,22,100.0,5050.0,2250.0,+x
x=0,50,23,100.0,5050.0,2350.0,+x
x=0,50,24,100.0,5050.0,2450.0,+x
x=0,51,0,100.0,5150.0,50.0,+x
x=0,51,1,100.0,5150.0,150.0,+x
x=0,51,2,100.0,5150.0,250.0,+x
x=0,51,3,100.0,5150.0,350.0,+x
x=0,51,4,100.0,5150.0,450.0,+x
x=0,51,5,100.0,5150.0,550.0,+x
x=0,51,6,100.0,5150.0,650.0,+x
x=0,51,7,100.0,5150.0,750.0,+x
x=0,51,8,100.0,5150.0,850.0,+x
x=0,51,9,100.0,5150.0,950.0,+x
x=0,51,10,100.0,5150.0,1050.0,+x
x=0,51,11,100.0,5150.0,1150.0,+x
x=0,51,12,100.0,5150.0,1250.0,+x
x=0,51,13,100.0,5150.0,1350.0,+x
x=0,51,14,100.0,5150.0,1450.0,+x
x=0,51,15,100.0,5150.0,1550.0,+x
x=0,51,16,100.0,5150.0,1650.0,+x
x=0,51,17,100.0,5150.0,1750.0,+x
x=0,51,18,100.0,5150.0,1850.0,+x
x=0,51,19,100.0,5150.0,1950.0,+x
x=0,51,20,100.0,5150.0,2050.0,+x
x=0,51,21,100.0,5150.0,2150.0,+x
x=0,51,22,100.0,5150.0,2250.0,+x
x=0,51,23,100.0,5150.0,2350.0,+x
x=0,51,24,100.0,5150.0,2450.0,+x
x=0,52,0,100.0,5250.0,50.0,+x
x=0,52,1,100.0,5250.0,150.0,+x
x=0,52,2,100.0,5250.0,250.0,+x
x=0,52,3,100.0,5250.0,350.0,+x
x=0,52,4,100.0,5250.0,450.0,+x
x=0,52,5,100.0,5250.0,550.0,+x
x=0,52,6,100.0,5250.0,650.0,+x
x=0,52,7,100.0,5250.0,750.0,+x
x=0,52,8,100.0,5250.0,850.0,+x
x=0,52,9,100.0,5250.0,950.0,+x
x=0,52,10,100.0,5250.0,1050.0,+x
x=0,52,11,100.0,5250.0,1150.0,+x
x=0,52,12,100.0,5250.0,1250.0,+x
x=0,52,13,100.0,5250.0,1350.0,+x
x=0,52,14,100.0,5250.0,1450.0,+x
x=0,52,15,100.0,5250.0,1550.0,+x
x=0,52,16,100.0,5250.0,1650.0,+x
x=0,52,17,100.0,5250.0,1750.0,+x
x=0,52,18,100.0,5250.0,1850.0,+x
x=0,52,19,100.0,5250.0,1950.0,+x
x=0,52,20,100.0,5250.0,2050.0,+x
x=0,52,21,100.0,5250.0,2150.0,+x
x=0,52,22,100.0,5250.0,2250.0,+x
x=0,52,23,100.0,5250.0,2350.0,+x
x=0,52,24,100.0,5250.0,2450.0,+x
x=0,53,0,100.0,5350.0,50.0,+x
x=0,53,1,100.0,5350.0,150.0,+x
x=0,53,2,100.0,5350.0,250.0,+x
x=0,53,3,100.0,5350.0,350.0,+x
x=0,53,4,100.0,5350.0,450.0,+x
x=0,53,5,100.0,5350.0,550.0,+x
x=0,53,6,100.0,5350.0,650.0,+x
x=0,53,7,100.0,5350.0,750.0,+x
x=0,53,8,100.0,5350.0,850.0,+x
x=0,53,9,100.0,5350.0,950.0,+x
x=0,53,10,100.0,5350.0,1050.0,+x
x=0,53,11,100.0,5350.0,1150.0,+x
x=0,53,12,100.0,5350.0,1250.0,+x
x=0,53,13,100.0,5350.0,1350.0,+x
x=0,53,14,100.0,5350.0,1450.0,+x
x=0,53,15,100.0,5350.0,1550.0,+x
x=0,53,16,100.0,5350.0,1650.0,+x
x=0,53,17,100.0,5350.0,1750.0,+x
x=0,53,18,100.0,5350.0,1850.0,+x
x=0,53,19,100.0,5350.0,1950.0,+x
x=0,53,20,100.0,5350.0,2050.0,+x
x=0,53,21,100.0,5350.0,2150.0,+x
x=0,53,22,100.0,5350.0,2250.0,+x
x=0,53,23,100.0,5350.0,2350.0,+x
x=0,53,24,100.0,5350.0,2450.0,+x
x=0,54,0,100.0,5450.0,50.0,+x
x=0,54,1,100.0,5450.0,150.0,+x
x=0,54,2,100.0,5450.0,250.0,+x
x=0,54,3,100.0,5450.0,350.0,+x
x=0,54,4,100.0,5450.0,450.0,+x
x=0,54,5,100.0,5450.0,550.0,+x
x=0,54,6,100.0,5450.0,650.0,+x
x=0,54,7,100.0,5450.0,750.0,+x
x=0,54,8,100.0,5450.0,850.0,+x
x=0,54,9,100.0,5450.0,950.0,+x
x=0,54,10,100.0,5450.0,1050.0,+x
x=0,54,11,100.0,5450.0,1150.0,+x
x=0,54,12,100.0,5450.0,1250.0,+x
x=0,54,13,100.0,5450.0,1350.0,+x
x=0,54,14,100.0,5450.0,1450.0,+x
x=0,54,15,100.0,5450.0,1550.0,+x
x=0,54,16,100.0,5450.0,1650.0,+x
x=0,54,17,100.0,5450.0,1750.0,+x
x=0,54,18,100.0,5450.0,1850.0,+x
x=0,54,19,100.0,5450.0,1950.0,+x
x=0,54,20,100.0,5450.0,2050.0,+x
x=0,54,21,100.0,5450.0,2150.0,+x
x=0,54,22,100.0,5450.0,2250.0,+x
x=0,54,23,100.0,5450.0,2350.0,+x
x=0,54,24,100.0,5450.0,2450.0,+x
x=0,55,0,100.0,5550.0,50.0,+x
x=0,55,1,100.0,5550.0,150.0,+x
x=0,55,2,100.0,5550.0,250.0,+x
x=0,55,3,100.0,5550.0,350.0,+x
x=0,55,4,100.0,5550.0,450.0,+x
x=0,55,5,100.0,5550.0,550.0,+x
x=0,55,6,100.0,5550.0,650.0,+x
x=0,55,7,100.0,5550.0,750.0,+x
x=0,55,8,100.0,5550.0,850.0,+x
x=0,55,9,100.0,5550.0,950.0,+x
x=0,55,10,100.0,5550.0,1050.0,+x
x=0,55,11,100.0,5550.0,1150.0,+x
x=0,55,12,100.0,5550.0,1250.0,+x
x=0,55,13,100.0,5550.0,1350.0,+x
x=0,55,14,100.0,5550.0,1450.0,+x
x=0,55,15,100.0,5550.0,1550.0,+x
x=0,55,16,100.0,5550.0,1650.0,+x
x=0,55,17,100.0,5550.0,1750.0,+x
x=0,55,18,100.0,5550.0,1850.0,+x
x=0,55,19,100.0,5550.0,1950.0,+x
x=0,55,20,100.0,5550.0,2050.0,+x
x=0,55,21,100.0,5550.0,2150.0,+x
x=0,55,22,100.0,5550.0,2250.0,+x
x=0,55,23,100.0,5550.0,2350.0,+x
x=0,55,24,100.0,5550.0,2450.0,+x
x=0,56,0,100.0,5650.0,50.0,+x
x=0,56,1,100.0,5650.0,150.0,+x
x=0,56,2,100.0,5650.0,250.0,+x
x=0,56,3,100.0,5650.0,350.0,+x
x=0,56,4,100.0,5650.0,450.0,+x
x=0,56,5,100.0,5650.0,550.0,+x
x=0,56,6,100.0,5650.0,650.0,+x
x=0,56,7,100.0,5650.0,750.0,+x
x=0,56,8,100.0,5650.0,850.0,+x
x=0,56,9,100.0,5650.0,950.0,+x
x=0,56,10,100.0,5650.0,1050.0,+x
x=0,56,11,100.0,5650.0,1150.0,+x
x=0,56,12,100.0,5650.0,1250.0,+x
x=0,56,13,100.0,5650.0,1350.0,+x
x=0,56,14,100.0,5650.0,1450.0,+x
x=0,56,15,100.0,5650.0,1550.0,+x
x=0,56,16,100.0,5650.0,1650.0,+x
x=0,56,17,100.0,5650.0,1750.0,+x
x=0,56,18,100.0,5650.0,1850.0,+x
x=0,56,19,100.0,5650.0,1950.0,+x
x=0,56,20,100.0,5650.0,2050.0,+x
x=0,56,21,100.0,5650.0,2150.0,+x
x=0,56,22,100.0,5650.0,2250.0,+x
x=0,56,23,100.0,5650.0,2350.0,+x
x=0,56,24,100.0,5650.0,2450.0,+x
x=0,57,0,100.0,5750.0,50.0,+x
x=0,57,1,100.0,5750.0,150.0,+x
x=0,57,2,100.0,5750.0,250.0,+x
x=0,57,3,100.0,5750.0,350.0,+x
x=0,57,4,100.0,5750.0,450.0,+x
x=0,57,5,100.0,5750.0,550.0,+x
x=0,57,6,100.0,5750.0,650.0,+x
x=0,57,7,100.0,5750.0,750.0,+x
x=0,57,8,100.0,5750.0,850.0,+x
x=0,57,9,100.0,5750.0,950.0,+x
x=0,57,10,100.0,5750.0,1050.0,+x
x=0,57,11,100.0,5750.0,1150.0,+x
x=0,57,12,100.0,5750.0,1250.0,+x
x=0,57,13,100.0,5750.0,1350.0,+x
x=0,57,14,100.0,5750.0,1450.0,+x
x=0,57,15,100.0,5750.0,1550.0,+x
x=0,57,16,100.0,5750.0,1650.0,+x
x=0,57,17,100.0,5750.0,1750.0,+x
x=0,57,18,100.0,5750.0,1850.0,+x
x=0,57,19,100.0,5750.0,1950.0,+x
x=0,57,20,100.0,5750.0,2050.0,+x
x=0,57,21,100.0,5750.0,2150.0,+x
x=0,57,22,100.0,5750.0,2250.0,+x
x=0,57,23,100.0,5750.0,2350.0,+x
x=0,57,24,100.0,5750.0,2450.0,+x
x=0,58,0,100.0,5850.0,50.0,+x
x=0,58,1,100.0,5850.0,150.0,+x
x=0,58,2,100.0,5850.0,250.0,+x
x=0,58,3,100.0,5850.0,350.0,+x
x=0,58,4,100.0,5850.0,450.0,+x
x=0,58,5,100.0,5850.0,550.0,+x
x=0,58,6,100.0,5850.0,650.0,+x
x=0,58,7,100.0,5850.0,750.0,+x
x=0,58,8,100.0,5850.0,850.0,+x
x=0,58,9,100.0,5850.0,950.0,+x
x=0,58,10,100.0,5850.0,1050.0,+x
x=0,58,11,100.0,5850.0,1150.0,+x
x=0,58,12,100.0,5850.0,1250.0,+x
x=0,58,13,100.0,5850.0,1350.0,+x
x=0,58,14,100.0,5850.0,1450.0,+x
x=0,58,15,100.0,5850.0,1550.0,+x
x=0,58,16,100.0,5850.0,1650.0,+x
x=0,58,17,100.0,5850.0,1750.0,+x
x=0,58,18,100.0,5850.0,1850.0,+x
x=0,58,19,100.0,5850.0,1950.0,+x
x=0,58,20,100.0,5850.0,2050.0,+x
x=0,58,21,100.0,5850.0,2150.0,+x
x=0,58,22,100.0,5850.0,2250.0,+x
x=0,58,23,100.0,5850.0,2350.0,+x
x=0,58,24,100.0,5850.0,2450.0,+x
x=0,59,0,100.0,5950.0,50.0,+x
x=0,59,1,100.0,5950.0,150.0,+x
x=0,59,2,100.0,5950.0,250.0,+x
x=0,59,3,100.0,5950.0,350.0,+x
x=0,59,4,100.0,5950.0,450.0,+x
x=0,59,5,100.0,5950.0,550.0,+x
x=0,59,6,100.0,5950.0,650.0,+x
x=0,59,7,100.0,5950.0,750.0,+x
x=0,59,8,100.0,5950.0,850.0,+x
x=0,59,9,100.0,5950.0,950.0,+x
x=0,59,10,100.0,5950.0,1050.0,+x
x=0,59,11,100.0,5950.0,1150.0,+x
x=0,59,12,100.0,5950.0,1250.0,+x
x=0,59,13,100.0,5950.0,1350.0,+x
x=0,59,14,100.0,5950.0,1450.0,+x
x=0,59,15,100.0,5950.0,1550.0,+x
x=0,59,16,100.0,5950.0,1650.0,+x
x=0,59,17,100.0,5950.0,1750.0,+x
x=0,59,18,100.0,5950.0,1850.0,+x
x=0,59,19,100.0,5950.0,1950.0,+x
x=0,59,20,100.0,5950.0,2050.0,+x
x=0,59,21,100.0,5950.0,2150.0,+x
x=0,59,22,100.0,5950.0,2250.0,+x
x=0,59,23,100.0,5950.0,2350.0,+x
x=0,59,24,100.0,5950.0,2450.0,+x
x=0,60,0,100.0,6050.0,50.0,+x
x=0,60,1,100.0,6050.0,150.0,+x
x=0,60,2,100.0,6050.0,250.0,+x
x=0,60,3,100.0,6050.0,350.0,+x
x=0,60,4,100.0,6050.0,450.0,+x
x=0,60,5,100.0,6050.0,550.0,+x
x=0,60,6,100.0,6050.0,650.0,+x
x=0,60,7,100.0,6050.0,750.0,+x
x=0,60,8,100.0,6050.0,850.0,+x
x=0,60,9,100.0,6050.0,950.0,+x
x=0,60,10,100.0,6050.0,1050.0,+x
x=0,60,11,100.0,6050.0,1150.0,+x
x=0,60,12,100.0,6050.0,1250.0,+x
x=0,60,13,100.0,6050.0,1350.0,+x
x=0,60,14,100.0,6050.0,1450.0,+x
x=0,60,15,100.0,6050.0,1550.0,+x
x=0,60,16,100.0,6050.0,1650.0,+x
x=0,60,17,100.0,6050.0,1750.0,+x
x=0,60,18,100.0,6050.0,1850.0,+x
x=0,60,19,100.0,6050.0,1950.0,+x
x=0,60,20,100.0,6050.0,2050.0,+x
x=0,60,21,100.0,6050.0,2150.0,+x
x=0,60,22,100.0,6050.0,2250.0,+x
x=0,60,23,100.0,6050.0,2350.0,+x
x=0,60,24,100.0,6050.0,2450.0,+x
x=0,61,0,100.0,6150.0,50.0,+x
x=0,61,1,100.0,6150.0,150.0,+x
x=0,61,2,100.0,6150.0,250.0,+x
x=0,61,3,100.0,6150.0,350.0,+x
x=0,61,4,100.0,6150.0,450.0,+x
x=0,61,5,100.0,6150.0,550.0,+x
x=0,61,6,100.0,6150.0,650.0,+x
x=0,61,7,100.0,6150.0,750.0,+x
x=0,61,8,100.0,6150.0,850.0,+x
x=0,61,9,100.0,6150.0,950.0,+x
x=0,61,10,100.0,6150.0,1050.0,+x
x=0,61,11,100.0,6150.0,1150.0,+x
x=0,61,12,100.0,6150.0,1250.0,+x
x=0,61,13,100.0,6150.0,1350.0,+x
x=0,61,14,100.0,6150.0,1450.0,+x
x=0,61,15,100.0,6150.0,1550.0,+x
x=0,61,16,100.0,6150.0,1650.0,+x
x=0,61,17,100.0,6150.0,1750.0,+x
x=0,61,18,100.0,6150.0,1850.0,+x
x=0,61,19,100.0,6150.0,1950.0,+x
x=0,61,20,100.0,6150.0,2050.0,+x
x=0,61,21,100.0,6150.0,2150.0,+x
x=0,61,22,100.0,6150.0,2250.0,+x
x=0,61,23,100.0,6150.0,2350.0,+x
x=0,61,24,100.0,6150.0,2450.0,+x
x=0,62,0,100.0,6250.0,50.0,+x
x=0,62,1,100.0,6250.0,150.0,+x
x=0,62,2,100.0,6250.0,250.0,+x
x=0,62,3,100.0,6250.0,350.0,+x
x=0,62,4,100.0,6250.0,450.0,+x
x=0,62,5,100.0,6250.0,550.0,+x
x=0,62,6,100.0,6250.0,650.0,+x
x=0,62,7,100.0,6250.0,750.0,+x
x=0,62,8,100.0,6250.0,850.0,+x
x=0,62,9,100.0,6250.0,950.0,+x
x=0,62,10,100.0,6250.0,1050.0,+x
x=0,62,11,100.0,6250.0,1150.0,+x
x=0,62,12,100.0,6250.0,1250.0,+x
x=0,62,13,100.0,6250.0,1350.0,+x
x=0,62,14,100.0,6250.0,1450.0,+x
x=0,62,15,100.0,6250.0,1550.0,+x
x=0,62,16,100.0,6250.0,1650.0,+x
x=0,62,17,100.0,6250.0,1750.0,+x
x=0,62,18,100.0,6250.0,1850.0,+x
x=0,62,19,100.0,6250.0,1950.0,+x
x=0,62,20,100.0,6250.0,2050.0,+x
x=0,62,21,100.0,6250.0,2150.0,+x
x=0,62,22,100.0,6250.0,2250.0,+x
x=0,62,23,100.0,6250.0,2350.0,+x
x=0,62,24,100.0,6250.0,2450.0,+x
x=0,63,0,100.0,6350.0,50.0,+x
x=0,63,1,100.0,6350.0,150.0,+x
x=0,63,2,100.0,6350.0,250.0,+x
x=0,63,3,100.0,6350.0,350.0,+x
x=0,63,4,100.0,6350.0,450.0,+x
x=0,63,5,100.0,6350.0,550.0,+x
x=0,63,6,100.0,6350.0,650.0,+x
x=0,63,7,100.0,6350.0,750.0,+x
x=0,63,8,100.0,6350.0,850.0,+x
x=0,63,9,100.0,6350.0,950.0,+x
x=0,63,10,100.0,6350.0,1050.0,+x
x=0,63,11,100.0,6350.0,1150.0,+x
x=0,63,12,100.0,6350.0,1250.0,+x
x=0,63,13,100.0,6350.0,1350.0,+x
x=0,63,14,100.0,6350.0,1450.0,+x
x=0,63,15,100.0,6350.0,1550.0,+x
x=0,63,16,100.0,6350.0,1650.0,+x
x=0,63,17,100.0,6350.0,1750.0,+x
x=0,63,18,100.0,6350.0,1850.0,+x
x=0,63,19,100.0,6350.0,1950.0,+x
x=0,63,20,100.0,6350.0,2050.0,+x
x=0,63,21,100.0,6350.0,2150.0,+x
x=0,63,22,100.0,6350.0,2250.0,+x
x=0,63,23,100.0,6350.0,2350.0,+x
x=0,63,24,100.0,6350.0,2450.0,+x
x=0,64,0,100.0,6450.0,50.0,+x
x=0,64,1,100.0,6450.0,150.0,+x
x=0,64,2,100.0,6450.0,250.0,+x
x=0,64,3,100.0,6450.0,350.0,+x
x=0,64,4,100.0,6450.0,450.0,+x
x=0,64,5,100.0,6450.0,550.0,+x
x=0,64,6,100.0,6450.0,650.0,+x
x=0,64,7,100.0,6450.0,750.0,+x
x=0,64,8,100.0,6450.0,850.0,+x
x=0,64,9,100.0,6450.0,950.0,+x
x=0,64,10,100.0,6450.0,1050.0,+x
x=0,64,11,100.0,6450.0,1150.0,+x
x=0,64,12,100.0,6450.0,1250.0,+x
x=0,64,13,100.0,6450.0,1350.0,+x
x=0,64,14,100.0,6450.0,1450.0,+x
x=0,64,15,100.0,6450.0,1550.0,+x
x=0,64,16,100.0,6450.0,1650.0,+x
x=0,64,17,100.0,6450.0,1750.0,+x
x=0,64,18,100.0,6450.0,1850.0,+x
x=0,64,19,100.0,6450.0,1950.0,+x
x=0,64,20,100.0,6450.0,2050.0,+x
x=0,64,21,100.0,6450.0,2150.0,+x
x=0,64,22,100.0,6450.0,2250.0,+x
x=0,64,23,100.0,6450.0,2350.0,+x
x=0,64,24,100.0,6450.0,2450.0,+x
x=0,65,0,100.0,6550.0,50.0,+x
x=0,65,1,100.0,6550.0,150.0,+x
x=0,65,2,100.0,6550.0,250.0,+x
x=0,65,3,100.0,6550.0,350.0,+x
x=0,65,4,100.0,6550.0,450.0,+x
x=0,65,5,100.0,6550.0,550.0,+x
x=0,65,6,100.0,6550.0,650.0,+x
x=0,65,7,100.0,6550.0,750.0,+x
x=0,65,8,100.0,6550.0,850.0,+x
x=0,65,9,100.0,6550.0,950.0,+x
x=0,65,10,100.0,6550.0,1050.0,+x
x=0,65,11,100.0,6550.0,1150.0,+x
x=0,65,12,100.0,6550.0,1250.0,+x
x=0,65,13,100.0,6550.0,1350.0,+x
x=0,65,14,100.0,6550.0,1450.0,+x
x=0,65,15,100.0,6550.0,1550.0,+x
x=0,65,16,100.0,6550.0,1650.0,+x
x=0,65,17,100.0,6550.0,1750.0,+x
x=0,65,18,100.0,6550.0,1850.0,+x
x=0,65,19,100.0,6550.0,1950.0,+x
x=0,65,20,100.0,6550.0,2050.0,+x
